LotFrontage,LotArea,Street,Alley,LotShape,Utilities,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,ageHouse,ageRemodel,ageGarage,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_NotAvailable,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
56.0,8.326274787396764,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003,1.3862943611198906,1,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,5.602118820879701,5.602118820879701,1.0986122886681098,6.593044534142437,0.0,0.0,6.593044534142437,0.0,0.0,1,0.0,2,0.6931471805599453,1,1.791759469228055,1.0986122886681098,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30406509320417,1.791759469228055,7.605392364814935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.859018228147887
66.0,9.072571442231286,1.0986122886681098,1.0986122886681098,1.6094379124341003,1.6094379124341003,1.0986122886681098,2,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0,6.756932389247553,6.756932389247553,1.0986122886681098,6.756932389247553,5.768320995793772,0.0,7.072421900537371,0.0,0.0,1,0.0,2,0.6931471805599453,1,2.0794415416798357,1.6094379124341003,0.0,0,1,384,0.6931471805599453,0.6931471805599453,0.0,4.23410650459726,0.0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,4.709530201312334,4.110873864173311,3.8501476017100584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.54031687156214
40.0,8.449342524508063,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003,1.3862943611198906,3,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,2,0.6931471805599453,1.0986122886681098,1.0986122886681098,6.643789733147672,0.6931471805599453,0.0,6.135564891081739,7.113956109566034,1.0986122886681098,7.113956109566034,0.0,0.0,7.113956109566034,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,2,1.791759469228055,1.6094379124341003,0.6931471805599453,1,2,472,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.1298987149230735,4.795790545596741,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423,2.995732273553991,3.044522437723423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.149507585033072
60.0,9.197660318818809,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,5.081404364984463,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1.3862943611198906,1.0986122886681098,6.672032945461067,0.6931471805599453,0.0,5.147494476813453,6.8679744089702925,0.6931471805599453,6.8679744089702925,0.0,0.0,6.8679744089702925,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,1,1.9459101490553132,1.6094379124341003,0.0,0,2,576,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,5.666426688112432,0.0,0.0,0.0,0.0,0.0,0.0,3.6109179126442243,3.6109179126442243,3.6109179126442243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.767575435251748
0.0,9.511777409660299,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003,1.3862943611198906,2,1.3862943611198906,5.66988092298052,1.0986122886681098,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,1.0986122886681098,6.280395838960195,0.6931471805599453,0.0,5.262690188904886,6.587550014824796,1.0986122886681098,6.587550014824796,6.626717749249025,0.0,7.299797366758161,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,2,1.9459101490553132,1.6094379124341003,0.0,0,2,475,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,0.0,3.5553480614894135,1.791759469228055,3.5553480614894135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.779136168550774
78.0,9.224341891611996,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,5.1647859739235145,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,6.970730078143525,6.970730078143525,0.6931471805599453,7.208600337960199,0.0,0.0,7.208600337960199,0.0,0.0,2,0.0,3,0.6931471805599453,1,2.0794415416798357,1.6094379124341003,0.6931471805599453,1,2,478,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,3.58351893845611,3.58351893845611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.013706813470414
60.0,9.287394001418473,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.3862943611198906,3,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,6.577861357721047,6.577861357721047,1.0986122886681098,7.3632795869630385,6.88653164253051,0.0,7.845807502637805,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,1,2.1972245773362196,1.6094379124341003,0.0,0,2,704,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.8918202981106265,4.969813299576001,0.0,0.0,0.0,0.0,0.0,4.770684624465665,2.302585092994046,2.4849066497880004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.979805470779858
80.0,9.210440366976517,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,0.6931471805599453,1.0986122886681098,6.98933526597456,0.6931471805599453,0.0,4.532599493153256,7.0707241072602764,1.0986122886681098,7.072421900537371,0.0,0.0,7.072421900537371,0.0,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,2,1.791759469228055,1.6094379124341003,0.6931471805599453,1,2,439,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.41610040220442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,2.1972245773362196,3.58351893845611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.964007453736912
96.0,9.26321741157695,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,3,1.0986122886681098,6.480044561926653,1.0986122886681098,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,1.0986122886681098,7.068172000388042,0.6931471805599453,0.0,4.9344739331306915,7.179307969504034,1.0986122886681098,7.189922170745808,6.9975959829819265,0.0,7.791109510610028,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,2,2.302585092994046,1.6094379124341003,0.6931471805599453,1,3,983,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.5254529391317835,5.043425116919247,5.37989735354046,0.0,0.0,0.0,0.0,0.0,2.772588722239781,2.70805020110221,2.772588722239781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.739640688812674
69.0,9.202409001649903,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,1.0986122886681098,6.261491684321042,0.6931471805599453,0.0,6.1070228877422545,6.879355804460439,0.6931471805599453,6.879355804460439,0.0,0.0,6.879355804460439,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,1,1.791759469228055,1.6094379124341003,0.6931471805599453,1,1,300,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6375861597263857,3.6375861597263857,3.6375861597263857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.763691965388299
0.0,8.789355452209982,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003,1.0986122886681098,3,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,1.0986122886681098,7.046647277848756,0.6931471805599453,0.0,6.38856140554563,7.463363045520021,0.6931471805599453,7.463363045520021,0.0,0.0,7.463363045520021,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,2,1.791759469228055,1.6094379124341003,0.6931471805599453,1,2,564,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.74493212836325,3.367295829986474,5.459585514144159,0.0,0.0,0.0,0.0,0.0,3.091042453358316,3.091042453358316,3.091042453358316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.524530013005734
0.0,8.395477432732141,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,5.135798437050262,1.0986122886681098,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,1.0986122886681098,6.4967749901858625,0.6931471805599453,0.0,5.231108616854587,6.744059186311348,1.0986122886681098,6.744059186311348,0.0,0.0,6.744059186311348,0.6931471805599453,0.0,1,0.0,1,0.6931471805599453,2,1.3862943611198906,1.6094379124341003,0.0,0,2,420,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.081404364984463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.870606902224587
70.0,9.002208578282412,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,1,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.2574953720277815,0.6931471805599453,0.0,6.513230110912307,6.762729506931879,1.0986122886681098,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0.0,3,0.6931471805599453,1,1.791759469228055,1.6094379124341003,0.0,0,2,463,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6888794541139363,3.6888794541139363,2.772588722239781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.732069026983156
60.0,9.00859131751613,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,6.848005274576363,6.848005274576363,1.0986122886681098,6.905753276311464,6.161207321695077,0.0,7.293697720601438,0.0,0.0,2,0.0,4,0.6931471805599453,1,2.0794415416798357,1.6094379124341003,0.0,0,1,548,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,5.056245805348308,0.0,0.0,0.0,4.007333185232471,3.6109179126442243,3.9318256327243257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.813037464800539
86.0,9.494541392591309,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003,1.3862943611198906,3,1.0986122886681098,5.831882477283517,1.0986122886681098,0.6931471805599453,2,0.6931471805599453,0.6931471805599453,1.0986122886681098,7.118826249062078,0.6931471805599453,0.0,6.142037405587356,7.4377951216719325,1.0986122886681098,7.4377951216719325,0.0,0.0,7.4377951216719325,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,2,2.1972245773362196,1.6094379124341003,0.6931471805599453,1,3,768,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.793013608384144,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.676079399771027
60.0,8.848078421168667,1.0986122886681098,0.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,2,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.929589143389895,1.0986122886681098,5.480638923341991,5.5254529391317835,6.762729506931879,0.6931471805599453,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0.0,3,0.6931471805599453,2,1.791759469228055,1.6094379124341003,0.0,0,2,660,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.574710978503383,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,3.6888794541139363,3.6888794541139363,3.044522437723423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.699413330633599
